"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RJTTPCLV","manuscript","1882","","Archief van Typografische Vereniging 'Door Eendracht T'zaam Verbonden' Breda","","","","","https://archieven.stadsarchief.breda.nl/ARCHIEF/ARC0291","","1882","2021-01-15 13:43:32","2021-01-29 10:04:41","","","","","","","","","","","","","","","","","fonds","NL-BdSA","","","ARC0291","plaatsingslijst","","","","breda1837; notulen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TVRY4ZX","manuscript","","","2.2.7. Fondsvorming voor werknemerssteun en sociale verzekering alsmede voor een te bouwen gasthuis","","","","","https://proxy.archieven.nl/0/A09A25319C314B7EA810D61324442325","","","2021-01-15 13:43:32","2021-01-29 10:04:49","","","","","","","","","","","","","","","","","series","NL-GnGRA","","","","","","","","ledenlijst; groningen1826; groningen1888","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NBNFUYA","manuscript","1784","","[Archief van het] Boekverkoperscollege","","","","","","","1784","2021-01-15 13:43:32","2021-01-29 15:52:49","","","","","","","","","","","","","","","","","fonds","NL-GnGRA","","","1733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HL5TZBKP","manuscript","","","HBA [Het Bedrijfs Archief?] Enschede","","","","","","","","2021-01-15 13:43:32","2021-01-29 10:05:03","","","","","","","","","","","","","","","","","fonds","NL-HlmNHA","","","2484","inventaris niet online","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQLIQT34","manuscript","1851","","[ledenlijsten van Tot Nut en Gezellig Verkeer]","","","","","","","1851","2021-01-15 13:43:32","2021-01-29 10:04:55","","","","","","","","","","","","","","","","","file","NL-HlmNHA","","","3883","","","","","ledenlijst; haarlem1851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KGKZKMDS","manuscript","1851","","[notulenboeken van Tot Nut en Gezellig Verkeer]","","","","","","","1851","2021-01-15 13:43:32","2021-01-29 10:04:59","","","","","","","","","","","","","","","","","files","NL-HlmNHA","","","3807-3811","","","","","notulen; haarlem1851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7C6LIVIZ","manuscript","1847","","[Archief van de] Commissie tot oprichting van een standbeeld voor Lourens Janszoon Coster te Haarlem","","","","","https://hdl.handle.net/21.12102/54C2E0BEC3624E5E956FFA514A95C3F6","","1847","2021-01-15 13:43:32","2021-01-29 10:05:08","","","","","","","","","","","","","","","","","fonds","NL-HlmNHA","","","3128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8FLCFIU","manuscript","","","Collectie losse aanwinsten 1500 - heden","","","","","https://hdl.handle.net/21.12122/2126492715","","","2021-01-15 13:43:32","2021-01-29 10:03:25","","","","","","","","","","","","","","","","","fonds","NL-NmRAN","","","610","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S27V9UH2","manuscript","1877","","Archief van de Typografische Vereniging Onderling Hulpbetoon te Tiel","","","","","https://hdl.handle.net/21.12108/746B487CA6DB45D48CAA9DAF87AA3BA0","","1877","2021-01-15 13:43:32","2021-01-29 10:05:20","","","","","","","","","","","","","","","","","fonds","NL-TlRAR","","","0059","plaatsingslijst","","","","notulen; tiel1852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLHRJR7U","manuscript","1859","","[Archief van de] Typographische vereeniging ""Nut en Voorzorg"" [te Gorinchem]","","","","","","","1859","2021-01-15 13:43:32","2021-01-29 10:05:25","","","","","","","","","","","","","","","","","fonds","Regionaal Archief Gorinchem","","","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Z4IMDFN","manuscript","1859","","Register houdende notulen van vergaderingen, kopieën van inge­komen en uitgaande brieven en enige verslagen van gebeurtenissen met betrekking tot de typografische vereniging ""Nut en Voorzorg"", alsmede het door Horneer gedrukte ‘Feestzangen bij gelegenheid van het zevende Kopperfeest 1863’","","","","","","","1859","2021-01-15 13:43:32","2021-01-29 10:05:29","","","","","","","","","","","","","","","","","file","Regionaal Archief Gorinchem","","","1","1 deel","","","","notulen; gorinchem1856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G7XFN76N","book","2001","Bos, Dennis","Waarachtige volksvrienden: de vroege socialistische beweging in Amsterdam, 1848-1894","","978-90-351-2315-1","","","","","2001","2021-01-15 13:44:50","2021-01-15 14:29:52","","","","","","","","Waarachtige volksvrienden","","","","","Bakker","Amsterdam","Dutch","","","","","Open WorldCat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8H2UKA2T","journalArticle","2020","Waling, Geerten; Ottenheim, Niels","Waarom Nederland in 1848 geen revolutie kende","Tijdschrift voor geschiedenis","","","10.5117/TVGESCH2020.1.002.WALI","","","2020-06-01","2021-01-15 13:44:50","2021-01-29 10:45:11","","5-29","","1","133","","Tijdschrift voor geschiedenis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FC2LUHTQ","thesis","2014","Boenders, Carolien","Haarlem zegeviert: de Costerfeesten van 1823 en 1856 in lokaal perspectief | Student Repository","","","","","https://studenttheses.universiteitleiden.nl/handle/1887/24910","","2014-01-31","2021-01-15 13:44:50","2021-01-15 13:44:50","2020-12-16 16:56:21","","","","","","","","","","","","Leiden University","","dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHHXIA2G","book","1993","Berg, W. van den; Eijssens, Henk; Kalmthout, A.B.G.M. van","Haarlemse kringen: vijftien verkenningen naar het literair-culturele leven in een negentiende-eeuwse stad","","978-90-6550-375-6","","","","Met reg. In de bijdragen worden verschillende facetten van de 19e eeuwse literaire bedrijvigheid belicht, zoals de rol van de uitgever, de betekenis van literaire instituties, de opiniërende functie van tijdschrift en krant en het gedrag van de lezers en luisteraars.","1993","2021-01-15 13:44:50","2021-01-15 14:30:29","","","","","","","","Haarlemse kringen","","","","","Verloren","Hilversum","Dutch","","","","","Open WorldCat","","OCLC: 898912240","","","","haarlem1851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCINRYB8","book","1994","Miert, Jan van","Wars van clubgeest en partijzucht: liberalen, natie en verzuiling, Tiel en Winschoten 1859-1920","","978-90-5356-073-0","","","","","1994","2021-01-15 13:44:50","2021-01-15 14:30:18","","","","","","","","Wars van clubgeest en partijzucht","","","","","Amsterdam University Press","Amsterdam","Dutch","","","","","Open WorldCat","","OCLC: 33479266","","","","tiel1852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WX2PYDB5","book","1967","Robijns, Martinus Johannes Franciscus","Radicalen in Nederland (1840-1851)","","","","","","","1967","2021-01-15 13:44:50","2021-01-15 13:44:50","","","","","","","","","","","","","Universitaire Pers","Leiden","Dutch","","","","","Open WorldCat","","OCLC: 878224722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7H2SNFBU","book","2008","Sas, N.C.F. van","De metamorfose van Nederland: van oude orde naar moderniteit, 1750-1900","","","","","","","2008","2021-01-15 13:44:50","2021-01-15 13:44:50","","","","","","","","De metamorfose van Nederland","","","","","DBNL","Leiden","Dutch","","","","","Open WorldCat","","OCLC: 258977489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7E5FVS9G","thesis","1904","Hudig, D","De vakbeweging in Nederland, 1866-1878.","","","","","","","1904","2021-01-15 13:44:50","2021-01-15 13:44:50","","","","","","","","","","","","","Scheltema en Holkema's Boekhandel","Amsterdam","Dutch","","","","","Open WorldCat","","OCLC: 41198001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X36YDLAJ","journalArticle","1983","Calhoun, Craig Jackson","The Radicalism of Tradition: Community Strength or Venerable Disguise and Borrowed Language?","American Journal of Sociology","","0002-9602","","http://www.jstor.org/stable/2779444","An equation has often been made, especially but not exclusively by Marxists,between radicalism and the rational understanding of objective interests. I argue that, on the contrary, commitments to traditional cultural values and immediate communal relations are crucial to many radical movements, (a)because these commitments provide populations with the extent of internal social organization necessary to concerted, radical collective action, and (b) because the largely defensive goals of these movements must be radically incompatible with the introduction of modern capitalist-dominated social formations. Reformism is the characteristic stance of the modern working class, for both social and cultural reasons.","1983","2021-01-15 13:44:50","2021-01-15 13:44:50","2020-12-27 14:14:51","886-914","","5","88","","","The Radicalism of Tradition","","","","","","","","","","","","JSTOR","","Publisher: University of Chicago Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMHDF3XV","book","2013","Calhoun, Craig J","The Roots of radicalism tradition, the public sphere, and early nineteenth-century social movements","","978-0-226-09084-9","","","","","2013","2021-01-15 13:44:50","2021-01-15 16:56:40","2020-12-27 14:30:23","","","","","","","","","","","","University of Chicago Press","Chicago; London","English","","","","","Open WorldCat","","OCLC: 1120500800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65SAVNTM","journalArticle","1988","Dijk, van, R.F.","De typographische vereeniging ""Nut en Voorzorg""","Oud-Gorcum Varia : Tijdschrift van de Historische Vereniging ""Oud-Gorcum""","","","","","","1988","2021-01-15 13:44:50","2021-01-15 14:29:31","","24-27","","12","","","","","","","","","","","","","","","","","","","","","","gorinchem1856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2KMAMBL","document","1851","","Draagteken van de Typographische Vereeniging ter Haarlem, bij de Feesten gedragen","","","","","http://www.worldcat.org/oclc/1155091540","","1851","2021-01-15 13:46:09","2021-01-29 16:01:17","","","","","","","","","","","","","","","","","","NL-0100030000","","","","","","","","haarlem1851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PL5RHBZV","document","","","Draaginsigne Typografische Verenging Breda ‘Door Eendracht Tzaam verbonden’","","","","","https://www.brabantserfgoed.nl/collectie/object/stedelijk-museum-breda/61004af23b006e9f979851c50ece1807237a6692","","","2021-01-15 13:46:09","2021-01-15 13:46:09","","","","","","","","","","","","","","","","","","","","","","","","","","breda1837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKMA989L","document","","","Draagpenning 25-jarig lidmaatschap Typografische Vereniging ‘Door Eendracht tzaam verbonden’","","","","","https://www.brabantserfgoed.nl/collectie/object/stedelijk-museum-breda/24956d93177c42fe755748e731206b61491ee036","","","2021-01-15 13:46:09","2021-01-15 13:46:09","","","","","","","","","","","","","","","","","","","","","","","","","","breda1837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTJPBK93","journalArticle","1970","Lepper, de, J.L.M.","De Bredase Typografenvereniging 'Door Eendracht 'tZaam Verbonden'","Jaarboek De Oranjeboom","","","","","","1970","2021-01-15 14:20:24","2021-01-15 14:29:22","","130-153","","23","","","","","","","","","","","","","","","","","","","","","","breda1837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMDKSF3S","manuscript","1849","","Typografische Vereeniging ""Voorzorg en Genoegen""","","","","","","","1849","2021-01-15 14:55:30","2021-01-29 10:03:33","","","","","","","","","","","","","","","","","files","NL-AsdIISG","","","1-6","","","","","amsterdam1849; ledenlijst; notulen; reglementen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TX4EZ9CG","manuscript","1875","","Typografische Vereeniging ""De Nederlandsche Drukpers""","","","","","","","1875","2021-01-15 14:58:02","2021-01-29 15:26:31","","","","","","","","","","","","","","","","","files","NL-AsdIISG","","","7-8","","","","","amsterdam1857-1; notulen; reglementen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9K3M348","manuscript","1875","","Collectie Statuten en reglementen","","","","","https://hdl.handle.net/10622/COLL00343","","1875","2021-01-15 15:17:35","2021-01-15 15:24:48","","","","","","","","","","","","","","","","","","NL-AsdIISG","","","319-326, 328","","","","","leiden1854; rotterdam1849; breda1837; amsterdam1857-1; amsterdam1849; tiel1852; haarlem1851; utrecht1851; reglementen; deventer1892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FV6HJXDM","manuscript","","","Collectie Koppermaandagliedjes e.a. typografische festiviteiten","","","","","https://hdl.handle.net/10622/ARCH04240","","","2021-01-15 15:56:17","2021-01-15 15:57:31","","","","","","","","","","","","","","","","","archief","NL-AsdIISG","","","","","","","","middelburg1847; amsterdam1857-1; haarlem1851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZTI7MT9","book","1868","","Levensgeschiedenis van de piependeraphische vereeniging onder den naam van ""Door eendragt t'zaam verbonden"", geboren te 's-Gravenhage in Januarija van het jaar 1843. [...]. Uitgeschreeuwd ter eere van het 25 jarig jubillium, op Koppertjes-dronke-drukkers Maandag, 13 Januarij 1868.","","","","","https://hdl.handle.net/10622/B81D36A7-8A67-47D4-9691-3094C596DA7F","","1868","2021-01-15 16:03:10","2021-01-15 16:04:37","","","","","","","","","","","","","","","","","","NL-AsdIISG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SG8YIU6L","journalArticle","1972","Giele, Jacques","Het ontstaan van de typografen-vakorganisatie in Nederland (1837-1869)","Mededelingenblad NVSG","","","","https://hdl.handle.net/10622/FEC3F7D7-F7CB-4DC8-9C80-D8AFA0B7B9DF","","1972","2021-01-15 16:08:19","2021-01-15 16:09:47","","2-55","","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HR9YPL92","book","2018","Knotter, Ad","Transformations of Trade Unionism: Comparative and Transnational Perspectives on Workers Organizing in Europe and the United States, Eighteenth to Twenty-First Centuries","","978-90-485-4448-6","","","https://doi.org/10.1515/9789048544486","","2018","2021-01-15 16:32:31","2021-01-15 16:53:58","2021-01-15 16:32:31","","","","","","","Transformations of Trade Unionism","","","","","Amsterdam University Press","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZ5DQ7H9","book","1983","Anderson, Benedict","Imagined communities: reflections on the origin and spread of nationalism","","978-0-86091-059-6 978-0-86091-759-5","","","","","1983","2021-01-15 17:21:16","2021-01-15 17:21:16","","","","","","","","Imagined communities","","","","","Verso","London","English","","","","","Open WorldCat","","OCLC: 476354339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LYLRZTJ","book","1983","Hobsbawm, E. J","Invention of tradition","","","","","","","1983","2021-01-15 17:22:18","2021-01-29 16:06:52","","","","","","","","","","","","","","","English","","","","","","","OCLC: 941273015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE7S8AAM","book","1983","Gellner, Ernest","Nations and nationalism","","978-0-631-13088-8","","","","","1983","2021-01-15 17:25:38","2021-01-29 16:06:42","","","","","","","","","","","","","Basil Blackwell","Oxford","English","","","","","","","OCLC: 611103866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWWMZDJL","book","1998","Bos, Sandra B","""Uyt liefde tot malcander"": onderlinge hulpverlening binnen de Noord-Nederlandse gilden in internationaal perspectief (1570-1820)","","978-90-6861-158-8","","","","","1998","2021-02-05 07:59:38","2021-02-26 09:53:34","","","","","","","","","","","","","IISG","Amsterdam","Dutch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJE5VQ3Q","journalArticle","2008","Lucassen, Jan; Moor, Tine De; Zanden, Jan Luiten van","The Return of the Guilds: Towards a Global History of the Guilds in Pre-industrial Times*","International Review of Social History","","1469-512X, 0020-8590","10.1017/S0020859008003581","https://www.cambridge.org/core/journals/international-review-of-social-history/article/return-of-the-guilds-towards-a-global-history-of-the-guilds-in-preindustrial-times/59C25DE6DF72C4CEC5F44D10E83FFFDF","","2008-12","2021-02-05 08:12:43","2021-02-05 08:13:32","2021-02-05 08:12:43","5-18","","S16","53","","","The Return of the Guilds","","","","","","","en","","","","","Cambridge University Press","","Publisher: Cambridge University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DFMFM3U","book","2017","","Handbook Global History of Work","","978-3-11-042458-4","","","https://www.degruyter.com/document/doi/10.1515/9783110424584/html","Coffee from East Africa, wine from California, chocolate from the Ivory Coast - all those every day products are based on labour, often produced under appalling conditions, but always involving the combination of various work processes we are often not aware of. What is the day-to-day reality for workers in various parts of the world, and how was it in the past? How do they work today, and how did they work in the past? These and many other questions comprise the field of the global history of work &#8211; a young discipline that is introduced with this handbook. In 8 thematic chapters, this book discusses these aspects of work in a global and long term perspective, paying attention to several kinds of work. Convict labour, slave and wage labour, labour migration, and workers of the textile industry, but also workers' organisation, strikes, and motivations for work are part of this first handbook of global labour history, written by the most renowned scholars of the profession.","2017-11-20","2021-02-05 08:22:17","2021-02-05 09:01:58","2021-02-05 08:22:17","","","","","","","","","","","","De Gruyter Oldenbourg","","en","","","","","www.degruyter.com","","Publication Title: Handbook Global History of Work","","","","","","Linden, van der, Marcel; Hofmeester, Karin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2Q5FUJ4","manuscript","2010","Bos, Sandra B","Journeymen's Boxes [Gildebussen]","","","","","https://doi.org/10.34894/JJMSPX","","2010","2021-02-05 08:34:11","2021-02-05 08:35:51","","","","","","","","","","","","","","","","","dataset","dataverse.nl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEUREBC7","manuscript","1820","","Archief Société Typographique de Secours Mutuels de Bruxelles","","","","","https://zoeken.liberas.eu/detail.php?id=1253538","","1820","2021-03-01 07:31:29","2021-03-01 07:32:18","","","","","","","","","","","","","","","","","archief","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KVDM2QZ","bookSection","1992","Devreese, Daisy Eveline","Ambachten, arbeidsmarkt en arbeidersbeweging: Vorming van de moderne arbeidersbeweging te Brussel, 1842-1867","De Kracht der Zwakken: Studies over arbeid en arbeidersbeweging in het verleden","","","","","","1992","2021-03-01 07:44:49","2021-03-01 07:48:47","","109-138","","","","","","","","","","","","Amsterdam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJJUZWVB","book","2016","Leeuwen, Marco H. D. Van","Mutual Insurance 1550-2015: From Guild Welfare and Friendly Societies to Contemporary Micro-Insurers","","978-1-137-53109-4","","","https://www.palgrave.com/gp/book/9781137531094","In the modern Western world, we tend to be insured by the state or for-profit insurers. We have privileged this system over mutual or micro-insurance, whose long and rich history we tend to forget. Yet, mutual and micro-insurance is becoming increasingly important, both in the Western and in the non-Western world and bears re-examination. This book traces the track record of mutual insurance from 1550 to the present, examining provisions for burial, sickness, unemployment, old age, and widowhood. The author seeks to address such topics as the type of risks micro-insurance covered between 1550 and 2015; how it was organized throughout its history; who provided the coverage; and how contributions, benefit levels, and conditions have changed. Importantly, the author explores why this system has worked through, and endured, the test of time. Mutual insurance can, for instance, overcome classic insurance problems such as adverse selection and moral hazards. The author demonstrates that the study of the position micro-insurance historically assumed in mixed economies of welfare presents interesting lessons for today’s insurance market, as well as for today’s mutualism.","2016","2021-03-01 07:53:10","2021-03-01 07:53:10","2021-03-01 07:53:10","","","","","","","Mutual Insurance 1550-2015","Palgrave Studies in the History of Finance","","","","Palgrave Macmillan UK","","en","","","","","www.palgrave.com","","DOI: 10.1057/978-1-137-53110-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKDJW35J","book","1999","Genabeek, Joost Antonius Gerardus Maria van","Met vereende kracht risico's verzacht: de plaats van onderlinge hulp binnen de negentiende-eeuwse particuliere regelingen van sociale zekerheid","","978-90-6861-172-4","","","","","1999","2021-03-01 08:08:59","2021-03-01 08:09:27","","","","","","","","Met vereende kracht risico's verzacht","","","","","","","Dutch","","","","","Open WorldCat","","OCLC: 742376724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZI48CT6R","book","1912","Detilleux, Léon; Van den Bosch, Louis","Historique de la Société typographique de secours mutuels de Bruxelles, 1820-1910","","","","","","","1912","2021-03-07 19:22:12","2021-03-07 19:22:12","","","","","","","","","","","","","","Bruxelles","French","","","","","Open WorldCat","","OCLC: 66262164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62LNN6AI","journalArticle","1997","Kucera, Wolfgang","Die Druckergewerkschaften im 19. und 20. Jahrhundert","Augsburger Buchdruck und Verlagswesen","","","","","","1997","2021-03-07 20:10:26","2021-03-07 20:10:26","","","","","","","","","","","","","","","Undetermined","","","","","Open WorldCat","","OCLC: 758418456","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6CAEHI9","journalArticle","1969","Steim, Jürgen","Die gewerkschaftliche Organisation im Druckgewerbe von 1848 bis 1866","Geschichte des ersten fachlichen Wirtschaftsverbandes in Deutschland / Jürgen Steim","","","","","","1969","2021-03-07 20:12:40","2021-03-07 20:12:40","","","","","1","","","","","","","","","","German","","","","","Open WorldCat","","OCLC: 758609497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2V5QRQVJ","thesis","2000","Scheriau, Karl Michael","Kunstgenossen und Kollegen Entstehung, Aufbau, Wirkungsweise und Zielsetzung der Gewerkschaftsorganisation der deutschen Buchdrucker von 1848 bis 1933","","","","","","","2000","2021-03-07 20:21:00","2021-03-07 20:21:00","","","","","","","","","","","","","","","German","","","","","Open WorldCat","","ISBN: 9783937650036 9783831102112 OCLC: 237386055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRAK8AEV","journalArticle","2011","Gonon, Laurent","150 ans du Syndicat du livre: un dépôt d'archives qui facilitera le travail des chercheurs sur l'histoire du mouvement ouvrier lyonnais et singulièrement des imprimeurs.","","","","","","","2011","2021-03-07 20:25:12","2021-03-07 20:25:12","","","","","","","","150 ans du Syndicat du livre","","","","","","","French","","","","","Open WorldCat","","Place: S.l. Publisher: s.n. OCLC: 822866481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
